reps,variety,Yield,id,CC160323,CC160328,CC160329,CC160331,CC160414,CC160419,CC160421,CC160425,CC160504,CC160510,CC160512,CC160516,CC160523,CC160524,CC160525,CC160609,CC160616,CC160622
2,Rio Grande,1.400000000000000,153,0.000000000000000,0.374090608465608,1.126611709997880,1.569356411506580,7.650951199338290,8.956330128205120,13.056957748718100,15.752879483097600,15.538641686182600,21.489021489021400,20.307239057239000,27.430919038495700,19.045485577743600,23.009031198686300,20.987509758001500,25.445816186556900,22.873422873422800,28.679815721278400
1,DRP-8551,16.000000000000000,154,0.000000000000000,0.425242037033214,1.213274149228490,1.712579229644070,15.741785096623800,18.913424744897900,21.128152423116400,22.024534132409400,21.209992193598700,26.757926757926700,27.217605156037900,30.915985071071200,31.105541631857400,35.440096663258600,34.437939110070200,33.235983893092600,22.702054281001600,20.756209460528300
1,Seri,21.000000000000000,155,0.000000000000000,1.159474206349200,1.867572156196940,3.102145294978050,19.067090716341000,21.822021116138700,25.666060558146800,24.896845933282000,27.069099378881900,33.085683085683000,32.769360269360200,34.535542870686700,39.382644645802500,43.515196579607700,42.142857142857100,37.280410637638800,29.194781826360700,22.748774404403500
1,Prunus,20.399999999999900,156,0.000000000000000,1.338396414342620,2.039473684210520,3.158520234032170,17.810086324398000,23.092713647959100,21.918728753261100,22.255039849976500,21.331521739130400,30.841230841230800,28.688941655359500,34.731596918923200,35.250519461045700,38.249579674948600,36.042154566744700,36.782601000044200,31.208362787310100,20.648343904157800
1,Shorouq,6.600000000000000,157,0.000000000000000,1.988239164404960,2.508983301627560,3.624756216479760,20.761324704986600,24.513221153846100,27.144438295517400,28.395925122968900,22.341920374707200,27.551577551577500,26.948653198653200,34.584921685200100,29.462545252018900,30.691201195591200,27.751756440281000,21.972211159785800,17.237538290169800,19.784048373164400
1,Torero,2.600000000000000,158,0.000000000000000,1.651425386536750,1.784804753820030,2.904071184787900,12.426169922762300,13.435496794871700,15.866866946003600,15.940508660279200,10.671350507416000,15.163215163215100,16.583276797829000,25.238227586754500,19.236124499282300,17.395668742448100,16.877439500390300,17.374662595690000,14.932878755593400,26.365218391796400
1,SV8579TE,29.800000000000000,159,0.000000000000000,0.775049603174603,1.164658634538150,2.709148727984340,17.620778434045100,20.336415816326500,25.196232339089400,26.654544606848900,26.623731459797000,33.846183846183800,29.545454545454500,33.407730747200200,33.864575969839100,34.746723673203800,36.155347384855500,36.700738970750900,34.043778801843300,27.905269219694700
1,Rio Grande,2.200000000000000,160,0.105442176870748,1.120517928286850,1.703656732191920,3.409921989273520,17.624564591852100,18.664655605832000,21.883152818404600,19.581788936289200,11.561280249804800,16.654966654966600,16.689280868385300,23.139839593424900,19.754514491356500,19.615205874151800,17.611241217798500,20.848267622461100,18.027975922712700,31.718974949611200
1,Tam Hot-Ty,12.800000000000000,161,0.000000000000000,1.606011188406990,1.048387096774190,3.080814236957580,15.973799787975100,19.799919967987100,21.962210451419000,21.530643168519900,9.242779078844650,18.004368004368000,20.004208754208700,21.013648304331500,20.889831416147200,23.164580609004200,14.925839188134200,21.133678481348700,20.095109568793700,24.293118341491500
1,Mykonos,21.800000000000000,162,0.000000000000000,0.712177197943975,1.101247093637700,2.841601657727930,17.272451915795800,25.193319515306100,26.149921507064300,28.041015076318000,17.931303669008500,28.647096486292400,26.801346801346800,39.795374192656300,25.805967911231000,30.292778139232200,23.489461358313800,25.204655073233300,35.280508964719400,38.931759285919900
3,Shorouq,23.399999999999900,163,0.000000000000000,0.000000000000000,0.000000000000000,0.358057045343735,4.130698167499620,6.451291454081630,8.561941655466830,13.154321565689600,22.220921155347300,33.748683748683700,35.029461279461200,41.053546386458300,42.692200586937400,40.587415187285000,46.440281030444900,47.006504712597900,62.065419960156700,64.722915054040800
3,SV8579TE,33.200000000000000,164,0.000000000000000,0.000000000000000,0.000000000000000,0.033520234032179,4.959866727245190,6.419403698979590,11.757224055010100,16.688812737487400,24.160811865729800,36.225186225186200,33.425203527815400,37.940705919532200,38.732879662330900,35.357743321501900,41.100702576112400,40.369258147035900,59.584859584859500,51.445436222286200
3,Rio Grande,11.600000000000000,165,0.000000000000000,0.000000000000000,0.000000000000000,0.347391516333496,2.960775405118880,6.204122674710910,9.550162068147680,11.837657645056700,17.131147540983600,29.952627045650300,29.162457912457900,36.339633129516300,34.593849599448700,33.544009666325800,35.523028883684600,32.899685826806400,42.550821498189900,37.866531850353800
